valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2018-W07,week,CH,country,5 - 14,agegroup_ili_ari,all,3186.9,16530.4,983.7,375.07,6.3,14.2,stagnant,TRUE
consultations,2018-W07,week,CH,country,65+,agegroup_ili_ari,all,2351.8,23575.6,3329.6,148.46,1.05,10.5,stagnant,TRUE
consultations,2018-W07,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W08,week,CH,country,0 - 4,agegroup_ili_ari,all,1147.7,11876.4,1416,261.02,2.19,5.1,falling,TRUE
consultations,2018-W08,week,CH,country,15 - 29,agegroup_ili_ari,all,4664.1,26106.8,1311.8,314.09,6.25,20.8,rising,TRUE
consultations,2018-W08,week,CH,country,30 - 64,agegroup_ili_ari,all,12305.6,69344.8,4417.5,291.3,4.57,54.8,rising,TRUE
consultations,2018-W08,week,CH,country,5 - 14,agegroup_ili_ari,all,1429,22000.5,1309.6,168.18,2.83,6.4,falling,TRUE
consultations,2018-W08,week,CH,country,65+,agegroup_ili_ari,all,2905.7,26168.8,3806.1,183.42,1.26,12.9,rising,TRUE
consultations,2018-W08,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W09,week,CH,country,0 - 4,agegroup_ili_ari,all,1678.9,11524,1352.3,381.81,3.25,7.8,stagnant,TRUE
consultations,2018-W09,week,CH,country,15 - 29,agegroup_ili_ari,all,3992.3,26408.8,1318,268.85,5.39,18.6,stagnant,TRUE
consultations,2018-W09,week,CH,country,30 - 64,agegroup_ili_ari,all,11726.5,71328.9,4432.2,277.59,4.47,54.6,stagnant,TRUE
consultations,2018-W09,week,CH,country,5 - 14,agegroup_ili_ari,all,1955.7,21288.9,1250.1,230.17,3.92,9.1,stagnant,TRUE
consultations,2018-W09,week,CH,country,65+,agegroup_ili_ari,all,2126.7,26814.7,3772.5,134.25,0.95,9.9,stagnant,TRUE
consultations,2018-W09,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W10,week,CH,country,0 - 4,agegroup_ili_ari,all,847.3,12455.2,1455.5,192.69,1.65,4.9,falling,TRUE
consultations,2018-W10,week,CH,country,15 - 29,agegroup_ili_ari,all,3259.6,26877.6,1365.5,219.51,4.32,18.8,falling,TRUE
consultations,2018-W10,week,CH,country,30 - 64,agegroup_ili_ari,all,9471.1,71365.5,4563.5,224.2,3.51,54.5,falling,TRUE
consultations,2018-W10,week,CH,country,5 - 14,agegroup_ili_ari,all,1966.4,22902.4,1346.8,231.42,3.94,11.3,stagnant,TRUE
consultations,2018-W10,week,CH,country,65+,agegroup_ili_ari,all,1832.1,26805.1,3858.6,115.65,0.8,10.5,falling,TRUE
consultations,2018-W10,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W11,week,CH,country,0 - 4,agegroup_ili_ari,all,1038.2,11435.3,1424.1,236.11,1.9,6.4,stagnant,TRUE
consultations,2018-W11,week,CH,country,15 - 29,agegroup_ili_ari,all,3372,26421.8,1382,227.08,4.34,20.8,stagnant,TRUE
consultations,2018-W11,week,CH,country,30 - 64,agegroup_ili_ari,all,8819.7,70887.1,4678.7,208.78,3.16,54.5,stagnant,TRUE
consultations,2018-W11,week,CH,country,5 - 14,agegroup_ili_ari,all,1489.6,21105.1,1317.6,175.31,2.81,9.2,falling,TRUE
consultations,2018-W11,week,CH,country,65+,agegroup_ili_ari,all,1475.2,26847.4,4044.6,93.12,0.62,9.1,falling,TRUE
consultations,2018-W11,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W12,week,CH,country,0 - 4,agegroup_ili_ari,all,761.3,11552,1354.7,173.13,1.48,7,falling,TRUE
consultations,2018-W12,week,CH,country,15 - 29,agegroup_ili_ari,all,1980.9,26986.4,1355.3,133.4,2.66,18.3,falling,TRUE
consultations,2018-W12,week,CH,country,30 - 64,agegroup_ili_ari,all,5862.2,72784.5,4589.1,138.77,2.2,54.2,falling,TRUE
consultations,2018-W12,week,CH,country,5 - 14,agegroup_ili_ari,all,717.1,21330,1265.6,84.39,1.42,6.6,falling,TRUE
consultations,2018-W12,week,CH,country,65+,agegroup_ili_ari,all,1498.9,27477.4,3954.2,94.62,0.66,13.9,stagnant,TRUE
consultations,2018-W12,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W13,week,CH,country,0 - 4,agegroup_ili_ari,all,518.6,10175.3,1087,117.93,1.1,6.3,falling,TRUE
consultations,2018-W13,week,CH,country,15 - 29,agegroup_ili_ari,all,1516.9,24473.7,1153.5,102.15,2.17,18.6,falling,TRUE
consultations,2018-W13,week,CH,country,30 - 64,agegroup_ili_ari,all,4339.3,66196.7,3968.3,102.72,1.71,53.1,falling,TRUE
consultations,2018-W13,week,CH,country,5 - 14,agegroup_ili_ari,all,906.2,18753.5,999,106.65,2,11.1,stagnant,TRUE
consultations,2018-W13,week,CH,country,65+,agegroup_ili_ari,all,888.6,24959.4,3393.3,56.09,0.41,10.9,falling,TRUE
consultations,2018-W13,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W14,week,CH,country,0 - 4,agegroup_ili_ari,all,55.8,7880.7,792.9,12.69,0.13,1.5,falling,TRUE
consultations,2018-W14,week,CH,country,15 - 29,agegroup_ili_ari,all,920.2,19364.2,874.2,61.97,1.37,24.5,falling,TRUE
consultations,2018-W14,week,CH,country,30 - 64,agegroup_ili_ari,all,2132.5,53485.9,3061.2,50.48,0.88,56.8,falling,TRUE
consultations,2018-W14,week,CH,country,5 - 14,agegroup_ili_ari,all,172.4,14783.6,754.9,20.29,0.4,4.6,falling,TRUE
consultations,2018-W14,week,CH,country,65+,agegroup_ili_ari,all,470.3,20211.8,2651.7,29.69,0.23,12.5,falling,TRUE
consultations,2018-W14,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W15,week,CH,country,0 - 4,agegroup_ili_ari,all,236.8,11140.8,1104,53.86,0.54,8.3,stagnant,TRUE
consultations,2018-W15,week,CH,country,15 - 29,agegroup_ili_ari,all,436.1,27234.3,1208.8,29.37,0.66,15.3,falling,TRUE
consultations,2018-W15,week,CH,country,30 - 64,agegroup_ili_ari,all,1490.8,73675,4179.1,35.29,0.62,52.3,falling,TRUE
consultations,2018-W15,week,CH,country,5 - 14,agegroup_ili_ari,all,0,20661.4,1044.2,0,0,0,falling,TRUE
consultations,2018-W15,week,CH,country,65+,agegroup_ili_ari,all,686.1,27707.7,3572.9,43.31,0.34,24.1,stagnant,TRUE
consultations,2018-W15,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W16,week,CH,country,0 - 4,agegroup_ili_ari,all,69.7,12620.9,1178.4,15.85,0.17,5.2,stagnant,TRUE
consultations,2018-W16,week,CH,country,15 - 29,agegroup_ili_ari,all,48.7,30453.8,1283.3,3.28,0.08,3.6,falling,TRUE
consultations,2018-W16,week,CH,country,30 - 64,agegroup_ili_ari,all,1020.2,82818,4456.5,24.15,0.45,76,falling,TRUE
consultations,2018-W16,week,CH,country,5 - 14,agegroup_ili_ari,all,0,23651.9,1117.2,0,0,0,falling,TRUE
consultations,2018-W16,week,CH,country,65+,agegroup_ili_ari,all,203.6,31135.7,3810.6,12.85,0.1,15.2,falling,TRUE
consultations,2018-W16,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W17,week,CH,country,0 - 4,agegroup_ili_ari,all,0,12100.6,1194.3,0,0,0,falling,TRUE
consultations,2018-W17,week,CH,country,15 - 29,agegroup_ili_ari,all,153.7,28996.1,1278.9,10.35,0.23,15.1,stagnant,TRUE
consultations,2018-W17,week,CH,country,30 - 64,agegroup_ili_ari,all,702.5,78179.8,4383.4,16.63,0.3,69,falling,TRUE
consultations,2018-W17,week,CH,country,5 - 14,agegroup_ili_ari,all,0,22588.2,1109.9,0,0,0,falling,TRUE
consultations,2018-W17,week,CH,country,65+,agegroup_ili_ari,all,161.6,29403,3768.6,10.2,0.08,15.9,falling,TRUE
consultations,2018-W17,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W18,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10652.6,1041.6,0,0,0,falling,TRUE
consultations,2018-W18,week,CH,country,15 - 29,agegroup_ili_ari,all,58.1,25584.3,1124.5,3.91,0.09,9.5,stagnant,TRUE
consultations,2018-W18,week,CH,country,30 - 64,agegroup_ili_ari,all,244.6,69089.2,3900.6,5.79,0.1,39.8,falling,TRUE
consultations,2018-W18,week,CH,country,5 - 14,agegroup_ili_ari,all,129.2,19725.5,931.4,15.21,0.32,21,rising,TRUE
consultations,2018-W18,week,CH,country,65+,agegroup_ili_ari,all,182.3,26061,3343.9,11.51,0.09,29.7,stagnant,TRUE
consultations,2018-W18,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W19,week,CH,country,0 - 4,agegroup_ili_ari,all,0,8414.8,884.6,0,0,0,falling,TRUE
consultations,2018-W19,week,CH,country,15 - 29,agegroup_ili_ari,all,132.9,22336.9,1050.2,8.95,0.19,19.4,stagnant,TRUE
consultations,2018-W19,week,CH,country,30 - 64,agegroup_ili_ari,all,346,61056.5,3656.3,8.19,0.14,50.6,stagnant,TRUE
consultations,2018-W19,week,CH,country,5 - 14,agegroup_ili_ari,all,0,15602.8,816.6,0,0,0,falling,TRUE
consultations,2018-W19,week,CH,country,65+,agegroup_ili_ari,all,205.3,23142,3165.4,12.96,0.09,30,rising,TRUE
consultations,2018-W19,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W20,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11619.4,1269.6,0,0,0,falling,TRUE
consultations,2018-W20,week,CH,country,15 - 29,agegroup_ili_ari,all,108.6,27342.7,1285.5,7.31,0.16,18,stagnant,TRUE
consultations,2018-W20,week,CH,country,30 - 64,agegroup_ili_ari,all,229,73853.2,4411.6,5.42,0.09,37.9,stagnant,TRUE
consultations,2018-W20,week,CH,country,5 - 14,agegroup_ili_ari,all,39.4,21574.8,1176.1,4.64,0.09,6.5,stagnant,TRUE
consultations,2018-W20,week,CH,country,65+,agegroup_ili_ari,all,226.7,27947.2,3809.1,14.31,0.11,37.6,rising,TRUE
consultations,2018-W20,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W21,week,CH,country,0 - 4,agegroup_ili_ari,all,0,8870.5,934.5,0,0,0,falling,TRUE
consultations,2018-W21,week,CH,country,15 - 29,agegroup_ili_ari,all,61.3,24214.6,1085.5,4.13,0.09,49.4,falling,TRUE
consultations,2018-W21,week,CH,country,30 - 64,agegroup_ili_ari,all,62.9,67054.6,3810.3,1.49,0.03,50.6,falling,TRUE
consultations,2018-W21,week,CH,country,5 - 14,agegroup_ili_ari,all,0,16770.2,875.8,0,0,0,falling,TRUE
consultations,2018-W21,week,CH,country,65+,agegroup_ili_ari,all,0,25423.6,3291,0,0,0,falling,TRUE
consultations,2018-W21,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W22,week,CH,country,0 - 4,agegroup_ili_ari,all,38.6,11384.9,1199.5,8.78,0.08,39,rising,TRUE
consultations,2018-W22,week,CH,country,15 - 29,agegroup_ili_ari,all,0,26163.4,1212.2,0,0,0,falling,TRUE
consultations,2018-W22,week,CH,country,30 - 64,agegroup_ili_ari,all,60.4,70164.2,4079.5,1.43,0.02,61,stagnant,TRUE
consultations,2018-W22,week,CH,country,5 - 14,agegroup_ili_ari,all,0,20990,1138.4,0,0,0,falling,TRUE
consultations,2018-W22,week,CH,country,65+,agegroup_ili_ari,all,0,26329,3466.5,0,0,0,falling,TRUE
consultations,2018-W22,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W23,week,CH,country,0 - 4,agegroup_ili_ari,all,0,12084,1321.9,0,0,NA,falling,TRUE
consultations,2018-W23,week,CH,country,15 - 29,agegroup_ili_ari,all,0,27628.2,1327.1,0,0,NA,falling,TRUE
consultations,2018-W23,week,CH,country,30 - 64,agegroup_ili_ari,all,0,74213,4503.8,0,0,NA,falling,TRUE
consultations,2018-W23,week,CH,country,5 - 14,agegroup_ili_ari,all,0,22373.7,1225.8,0,0,NA,falling,TRUE
consultations,2018-W23,week,CH,country,65+,agegroup_ili_ari,all,0,28003.1,3854.4,0,0,NA,falling,TRUE
consultations,2018-W23,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W24,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11680.7,1263.5,0,0,0,falling,TRUE
consultations,2018-W24,week,CH,country,15 - 29,agegroup_ili_ari,all,0,28035.4,1328,0,0,0,falling,TRUE
consultations,2018-W24,week,CH,country,30 - 64,agegroup_ili_ari,all,55.8,75902.7,4562.3,1.32,0.02,50.2,stagnant,TRUE
consultations,2018-W24,week,CH,country,5 - 14,agegroup_ili_ari,all,0,21801.1,1188,0,0,0,falling,TRUE
consultations,2018-W24,week,CH,country,65+,agegroup_ili_ari,all,55.3,28678.8,3920.2,3.49,0.03,49.8,rising,TRUE
consultations,2018-W24,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W25,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10596.1,1139.8,0,0,0,falling,TRUE
consultations,2018-W25,week,CH,country,15 - 29,agegroup_ili_ari,all,117.3,25326.4,1198.3,7.9,0.17,33.8,rising,TRUE
consultations,2018-W25,week,CH,country,30 - 64,agegroup_ili_ari,all,186.3,68027.4,4066.3,4.41,0.07,53.7,rising,TRUE
consultations,2018-W25,week,CH,country,5 - 14,agegroup_ili_ari,all,43.4,19565.4,1076.7,5.11,0.09,12.5,rising,TRUE
consultations,2018-W25,week,CH,country,65+,agegroup_ili_ari,all,0,25542.8,3459.9,0,0,0,falling,TRUE
consultations,2018-W25,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W26,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10279.9,1134.2,0,0,0,falling,TRUE
consultations,2018-W26,week,CH,country,15 - 29,agegroup_ili_ari,all,55.5,26713.1,1274.4,3.74,0.08,10.7,stagnant,TRUE
consultations,2018-W26,week,CH,country,30 - 64,agegroup_ili_ari,all,403.9,73243.9,4396,9.56,0.16,78.1,rising,TRUE
consultations,2018-W26,week,CH,country,5 - 14,agegroup_ili_ari,all,0,19304.5,1078.5,0,0,0,falling,TRUE
consultations,2018-W26,week,CH,country,65+,agegroup_ili_ari,all,57.7,27468.7,3727.9,3.64,0.03,11.2,stagnant,TRUE
consultations,2018-W26,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W27,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10327.2,1088,0,0,NA,falling,TRUE
consultations,2018-W27,week,CH,country,15 - 29,agegroup_ili_ari,all,0,25322.3,1167,0,0,NA,falling,TRUE
consultations,2018-W27,week,CH,country,30 - 64,agegroup_ili_ari,all,0,68729.2,4003.7,0,0,NA,falling,TRUE
consultations,2018-W27,week,CH,country,5 - 14,agegroup_ili_ari,all,0,19180.2,1009.4,0,0,NA,falling,TRUE
consultations,2018-W27,week,CH,country,65+,agegroup_ili_ari,all,0,25910.7,3445.9,0,0,NA,falling,TRUE
consultations,2018-W27,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W28,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11348.1,1044.5,0,0,0,falling,TRUE
consultations,2018-W28,week,CH,country,15 - 29,agegroup_ili_ari,all,0,26191.7,1090.7,0,0,0,falling,TRUE
consultations,2018-W28,week,CH,country,30 - 64,agegroup_ili_ari,all,60,70230.5,3730.8,1.42,0.03,100,stagnant,TRUE
consultations,2018-W28,week,CH,country,5 - 14,agegroup_ili_ari,all,0,20908.1,965.9,0,0,0,falling,TRUE
consultations,2018-W28,week,CH,country,65+,agegroup_ili_ari,all,0,26441.6,3206.1,0,0,0,falling,TRUE
consultations,2018-W28,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W29,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10976.1,815,0,0,0,falling,TRUE
consultations,2018-W29,week,CH,country,15 - 29,agegroup_ili_ari,all,113.3,26208.2,967.3,7.63,0.21,66,rising,TRUE
consultations,2018-W29,week,CH,country,30 - 64,agegroup_ili_ari,all,58.3,72270.1,3496.3,1.38,0.03,34,stagnant,TRUE
consultations,2018-W29,week,CH,country,5 - 14,agegroup_ili_ari,all,0,20788,768.4,0,0,0,falling,TRUE
consultations,2018-W29,week,CH,country,65+,agegroup_ili_ari,all,0,27362.6,3015.1,0,0,0,falling,TRUE
consultations,2018-W29,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W30,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10770.8,610.7,0,0,0,falling,TRUE
consultations,2018-W30,week,CH,country,15 - 29,agegroup_ili_ari,all,0,24349.5,775,0,0,0,falling,TRUE
consultations,2018-W30,week,CH,country,30 - 64,agegroup_ili_ari,all,252.2,66988,2848.1,5.97,0.14,100,rising,TRUE
consultations,2018-W30,week,CH,country,5 - 14,agegroup_ili_ari,all,0,20405,588.3,0,0,0,falling,TRUE
consultations,2018-W30,week,CH,country,65+,agegroup_ili_ari,all,0,25466.6,2456.9,0,0,0,falling,TRUE
consultations,2018-W30,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W31,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11653.3,533.9,0,0,0,falling,TRUE
consultations,2018-W31,week,CH,country,15 - 29,agegroup_ili_ari,all,62.5,23767.7,634.4,4.21,0.16,48,stagnant,TRUE
consultations,2018-W31,week,CH,country,30 - 64,agegroup_ili_ari,all,67.6,62428.5,2212.3,1.6,0.05,52,stagnant,TRUE
consultations,2018-W31,week,CH,country,5 - 14,agegroup_ili_ari,all,0,21324.8,512.7,0,0,0,falling,TRUE
consultations,2018-W31,week,CH,country,65+,agegroup_ili_ari,all,0,23720.2,1888.7,0,0,0,falling,TRUE
consultations,2018-W31,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W32,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10993,716.9,0,0,0,falling,TRUE
consultations,2018-W32,week,CH,country,15 - 29,agegroup_ili_ari,all,57.8,25692.7,906.8,3.89,0.11,24.1,stagnant,TRUE
consultations,2018-W32,week,CH,country,30 - 64,agegroup_ili_ari,all,121.7,69329.3,3201.9,2.88,0.06,50.8,stagnant,TRUE
consultations,2018-W32,week,CH,country,5 - 14,agegroup_ili_ari,all,0,19844.7,656.1,0,0,0,falling,TRUE
consultations,2018-W32,week,CH,country,65+,agegroup_ili_ari,all,60.2,26301.7,2765.4,3.8,0.04,25.1,rising,TRUE
consultations,2018-W32,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W33,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10463.9,845.4,0,0,0,falling,TRUE
consultations,2018-W33,week,CH,country,15 - 29,agegroup_ili_ari,all,0,24788.6,998.5,0,0,0,falling,TRUE
consultations,2018-W33,week,CH,country,30 - 64,agegroup_ili_ari,all,63.4,66785.6,3487,1.5,0.03,58.9,stagnant,TRUE
consultations,2018-W33,week,CH,country,5 - 14,agegroup_ili_ari,all,44.3,19211.2,767.6,5.21,0.13,41.1,rising,TRUE
consultations,2018-W33,week,CH,country,65+,agegroup_ili_ari,all,0,25241.8,3024.4,0,0,0,falling,TRUE
consultations,2018-W33,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W34,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10605.3,1057.7,0,0,0,falling,TRUE
consultations,2018-W34,week,CH,country,15 - 29,agegroup_ili_ari,all,56.9,26130,1204,3.83,0.08,24.2,stagnant,TRUE
consultations,2018-W34,week,CH,country,30 - 64,agegroup_ili_ari,all,59.6,70744.1,4175.6,1.41,0.02,25.4,stagnant,TRUE
consultations,2018-W34,week,CH,country,5 - 14,agegroup_ili_ari,all,0,19887.2,988.3,0,0,0,falling,TRUE
consultations,2018-W34,week,CH,country,65+,agegroup_ili_ari,all,118.5,26735.5,3598.3,7.48,0.06,50.4,rising,TRUE
consultations,2018-W34,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W35,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10055.4,1047.1,0,0,NA,falling,TRUE
consultations,2018-W35,week,CH,country,15 - 29,agegroup_ili_ari,all,0,26281.9,1227,0,0,NA,falling,TRUE
consultations,2018-W35,week,CH,country,30 - 64,agegroup_ili_ari,all,0,71918.6,4293.4,0,0,NA,falling,TRUE
consultations,2018-W35,week,CH,country,5 - 14,agegroup_ili_ari,all,0,18962.8,981.2,0,0,NA,falling,TRUE
consultations,2018-W35,week,CH,country,65+,agegroup_ili_ari,all,0,27245.5,3715.3,0,0,NA,falling,TRUE
consultations,2018-W35,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W36,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10346.2,1051.5,0,0,0,falling,TRUE
consultations,2018-W36,week,CH,country,15 - 29,agegroup_ili_ari,all,59.7,24862.3,1127.6,4.02,0.09,19.1,stagnant,TRUE
consultations,2018-W36,week,CH,country,30 - 64,agegroup_ili_ari,all,252.2,66951.8,3877.4,5.97,0.1,80.9,rising,TRUE
consultations,2018-W36,week,CH,country,5 - 14,agegroup_ili_ari,all,0,19261.4,1004.4,0,0,0,falling,TRUE
consultations,2018-W36,week,CH,country,65+,agegroup_ili_ari,all,0,25341.7,3353.2,0,0,0,falling,TRUE
consultations,2018-W36,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W37,week,CH,country,0 - 4,agegroup_ili_ari,all,0,10420.6,1118.9,0,0,0,falling,TRUE
consultations,2018-W37,week,CH,country,15 - 29,agegroup_ili_ari,all,111.7,26585.1,1254,7.52,0.16,48.9,rising,TRUE
consultations,2018-W37,week,CH,country,30 - 64,agegroup_ili_ari,all,116.6,72549.1,4343.7,2.76,0.05,51.1,stagnant,TRUE
consultations,2018-W37,week,CH,country,5 - 14,agegroup_ili_ari,all,0,19402.7,1043.7,0,0,0,falling,TRUE
consultations,2018-W37,week,CH,country,65+,agegroup_ili_ari,all,0,27414.6,3728.7,0,0,0,falling,TRUE
consultations,2018-W37,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W38,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11767.8,1200.7,0,0,0,falling,TRUE
consultations,2018-W38,week,CH,country,15 - 29,agegroup_ili_ari,all,55.7,26676.7,1255.2,3.75,0.08,8.1,stagnant,TRUE
consultations,2018-W38,week,CH,country,30 - 64,agegroup_ili_ari,all,531.9,71498.3,4294.3,12.59,0.21,77.6,rising,TRUE
consultations,2018-W38,week,CH,country,5 - 14,agegroup_ili_ari,all,39.1,21756.5,1108.1,4.6,0.09,5.7,rising,TRUE
consultations,2018-W38,week,CH,country,65+,agegroup_ili_ari,all,58.8,26955.5,3680.7,3.71,0.03,8.6,rising,TRUE
consultations,2018-W38,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W39,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11328.2,1105.4,0,0,0,falling,TRUE
consultations,2018-W39,week,CH,country,15 - 29,agegroup_ili_ari,all,166.8,26725.3,1263,11.23,0.24,29,rising,TRUE
consultations,2018-W39,week,CH,country,30 - 64,agegroup_ili_ari,all,350.2,72352.9,4405.1,8.29,0.14,60.9,stagnant,TRUE
consultations,2018-W39,week,CH,country,5 - 14,agegroup_ili_ari,all,0,20932.9,1037.6,0,0,0,falling,TRUE
consultations,2018-W39,week,CH,country,65+,agegroup_ili_ari,all,58.1,27264.7,3752.9,3.67,0.03,10.1,stagnant,TRUE
consultations,2018-W39,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W40,week,CH,country,0 - 4,agegroup_ili_ari,all,59.2,7428.7,683.6,13.46,0.15,6.1,rising,TRUE
consultations,2018-W40,week,CH,country,15 - 29,agegroup_ili_ari,all,114.9,25841.8,1079.5,7.74,0.19,11.8,stagnant,TRUE
consultations,2018-W40,week,CH,country,30 - 64,agegroup_ili_ari,all,800.5,73867.1,4009.1,18.95,0.35,82.1,rising,TRUE
consultations,2018-W40,week,CH,country,5 - 14,agegroup_ili_ari,all,0,14699.4,705.3,0,0,0,falling,TRUE
consultations,2018-W40,week,CH,country,65+,agegroup_ili_ari,all,0,27847.6,3427.5,0,0,0,falling,TRUE
consultations,2018-W40,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W41,week,CH,country,0 - 4,agegroup_ili_ari,all,0,11257.4,914.3,0,0,0,falling,TRUE
consultations,2018-W41,week,CH,country,15 - 29,agegroup_ili_ari,all,288.7,25725.5,923.5,19.44,0.54,48.7,rising,TRUE
consultations,2018-W41,week,CH,country,30 - 64,agegroup_ili_ari,all,303.7,69572.8,3267.3,7.19,0.15,51.3,falling,TRUE
consultations,2018-W41,week,CH,country,5 - 14,agegroup_ili_ari,all,0,21289.9,849.3,0,0,0,falling,TRUE
consultations,2018-W41,week,CH,country,65+,agegroup_ili_ari,all,0,26503.2,2863.6,0,0,0,falling,TRUE
consultations,2018-W41,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2018-W42,week,CH,country,0 - 4,agegroup_ili_ari,all,80,10988.7,1038,18.2,0.19,6.4,rising,TRUE
consultations,2018-W42,week,CH,country,15 - 29,agegroup_ili_ari,all,354.9,25108.2,1075.6,23.9,0.56,28.5,rising,TRUE
consultations,2018-W42,week,CH,country,30 - 64,agegroup_ili_ari,all,622.7,67831.8,3694.7,14.74,0.27,50.1,stagnant,TRUE
consultations,2018-W42,week,CH,country,5 - 14,agegroup_ili_ari,all,124.6,20447.1,972.9,14.67,0.31,10,rising,TRUE
consultations,2018-W42,week,CH,country,65+,agegroup_ili_ari,all,61.5,25793,3200.8,3.88,0.03,4.9,rising,TRUE
consultations,2018-W42,week,CH,country,unknown,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
